,ls_ret,cumulative_ret,RF,ls_sub_rf
374,-0.029029512321964518,0.9709704876780355,0.0034,-0.03242951232196452
375,0.023830232157432532,0.9941089398174187,0.0037,0.02013023215743253
376,9.972695674200318e-05,0.9942080792766567,0.0036,-0.003500273043257997
377,-0.0286778199430114,0.9656963589932734,0.0043,-0.0329778199430114
378,0.003550373883201832,0.9691249421253463,0.004,-0.0004496261167981682
379,-0.04047727718887095,0.9298974032122901,0.004,-0.044477277188870956
380,8.148423770156996e-05,0.9299731751933314,0.0042,-0.00411851576229843
381,-0.019372323039914294,0.9119574344250314,0.0040999999999999,-0.023472323039914193
382,0.03779321441707567,0.9464232372835027,0.0040999999999999,0.03369321441707577
383,0.03413932470178056,0.9787334874864345,0.0042,0.029939324701780564
384,-0.02801097696936021,0.9513182063093104,0.004,-0.032010976969360214
385,0.006341813769761662,0.9573512892095078,0.0044,0.001941813769761662
386,0.005829172068027209,0.9629318546038578,0.0038,0.0020291720680272094
387,0.006092181192980809,0.9687982099385976,0.0043,0.0017921811929808087
388,0.019627096723818117,0.9878129061109243,0.0044,0.015227096723818116
389,0.020536733189201364,1.0080993562045741,0.0040999999999999,0.016436733189201466
390,0.009425275415572788,1.017600970283064,0.004,0.005425275415572788
391,0.006204826733091855,1.0239150079870964,0.004,0.0022048267330918546
392,-0.03486570144620296,0.9882154930123318,0.0042,-0.039065701446202965
393,0.008609424665032134,0.9967234598522391,0.0032,0.005409424665032135
394,0.008926853507627095,1.005621064165955,0.0032,0.005726853507627095
395,-0.04159862701772657,0.9637886085965462,0.0034,-0.04499862701772657
396,0.03914670874549104,1.0015177605494974,0.0027,0.03644670874549104
397,0.012086610375263263,1.0136227155051654,0.0021,0.009986610375263263
398,0.02389581497335298,1.0378440563676645,0.0013,0.02259581497335298
399,-0.004270909996247449,1.0334115178127778,0.0017,-0.005970909996247449
400,0.021757481991821398,1.0558959503017302,0.0018,0.0199574819918214
401,0.016899946135303948,1.073740534986315,0.0018,0.015099946135303948
402,-0.030137762023280987,1.0413803982681469,0.0017,-0.03183776202328099
403,0.017962231399899324,1.0600859139571586,0.0015,0.016462231399899323
404,0.06039077455830267,1.1241053233993776,0.0013,0.05909077455830267
405,-0.014268479146140642,1.108066050034388,0.0015,-0.015768479146140643
406,-0.10187980543362232,0.9951764964492821,0.0008,-0.10267980543362232
407,-0.08197811110170636,0.9135938070575559,0.0003,-0.08227811110170635
408,0.12150626999530825,1.0246011828439328,0.0,0.12150626999530825
409,0.014568987031487027,1.0395285841892323,0.0,0.014568987031487027
410,-0.018354252943281454,1.020448813613252,0.0001,-0.018454252943281454
411,0.10340601283187516,1.1259693567280158,0.0002,0.10320601283187515
412,0.3105391591821934,1.475626934031249,0.0001,0.3104391591821934
413,0.07621895770263915,1.5880976809010516,0.0,0.07621895770263915
414,-0.042098066466363895,1.5212418391754008,0.0001,-0.0421980664663639
415,0.07050650634069411,1.6284992865549506,0.0001,0.0704065063406941
416,0.06302765738112445,1.7311397816333414,0.0001,0.06292765738112445
417,0.07182862090770518,1.8554851647465302,0.0001,0.07172862090770518
418,-0.022381772706978068,1.8139561175280037,0.0,-0.022381772706978068
419,0.044483363158827074,1.8946469862581778,0.0,0.044483363158827074
420,0.028982009240170796,1.949557662720774,0.0001,0.028882009240170797
421,-0.04319687908512459,1.8653428560947467,0.0,-0.04319687908512459
422,0.009419908857599392,1.8829142157873335,0.0,0.009419908857599392
423,0.028723862590287502,1.9369987849909078,0.0001,0.028623862590287503
424,0.04208279102666162,2.018513100078578,0.0001,0.041982791026661616
425,-0.03356204924746983,1.9507676640070777,0.0001,-0.033662049247469836
426,-0.059726670872935615,1.8342548057893615,0.0001,-0.05982667087293562
427,0.05421989037168109,1.9337079002729898,0.0001,0.054119890371681086
428,-0.04238744891513948,1.8517429554333669,0.0001,-0.04248744891513948
429,0.06414162014809367,1.9705167486926825,0.0001,0.06404162014809367
430,0.023226093195200442,2.016284154340522,0.0001,0.023126093195200443
431,0.041992300466000124,2.100952564374424,0.0001,0.04189230046600012
432,0.014361490756942027,2.131125375208461,0.0001,0.014261490756942028
433,0.01631196192632029,2.1658882111890767,0.0001,0.01621196192632029
434,0.017811720987422064,2.204466407696723,0.0001,0.017711720987422064
435,-5.738387194129807e-05,2.204339906878685,0.0001,-0.00015738387194129806
436,-0.006826127767876658,2.189292801030502,0.0,-0.006826127767876658
437,-0.02955901843704706,2.1245794547607466,0.0,-0.02955901843704706
438,-0.01478214842081753,2.0931736059286536,0.0,-0.01478214842081753
439,-0.004979373516724048,2.0827509127093866,0.0,-0.004979373516724048
440,-0.08186865027828036,1.9122389066200125,0.0001,-0.08196865027828036
441,-0.10033113361794775,1.7203818093704817,0.0,-0.10033113361794775
442,0.13273556445199142,1.9487376599102109,0.0,0.13273556445199142
443,-0.019597326268160922,1.9105476121778981,0.0,-0.019597326268160922
444,-0.010889570599359296,1.8897425690716496,0.0,-0.010889570599359296
445,0.05102063626150047,1.9861584373161276,0.0,0.05102063626150047
446,0.0001892916395705435,1.986534400503174,0.0,0.0001892916395705435
447,-0.003446630239428719,1.9796875509667344,0.0,-0.003446630239428719
448,-0.027141769545492876,1.9259553276863142,0.0,-0.027141769545492876
449,-0.07528032977517962,1.7809687754858243,0.0001,-0.07538032977517962
450,-0.025864851522782256,1.734904282541172,0.0,-0.025864851522782256
451,-0.02266945857079433,1.6955749417838113,0.0,-0.02266945857079433
452,0.05345233312442959,1.786207378409475,0.0001,0.053352333124429586
453,0.004871194539427269,1.7949083420374679,0.0001,0.004771194539427269
