,ls_ret,cumulative_ret,RF,ls_sub_rf
374,0.005662840203046223,1.0056628402030463,0.0034,0.002262840203046223
375,0.009253262216522874,1.0149685021648582,0.0037,0.005553262216522874
376,-0.008745481568070852,1.006092113837003,0.0036,-0.012345481568070853
377,-0.02096633530605691,0.9849980492295167,0.0043,-0.02526633530605691
378,-0.005857691781165684,0.9792282342520807,0.004,-0.009857691781165684
379,-0.026777596407417392,0.9530068558045305,0.004,-0.030777596407417392
380,0.015794869305914797,0.968059474539604,0.0042,0.011594869305914798
381,-0.003608872116025518,0.9645658716952836,0.0040999999999999,-0.007708872116025418
382,0.023988804558270932,0.9877046538749601,0.0040999999999999,0.019888804558271033
383,0.014546708799046,1.0020725058543418,0.0042,0.010346708799045999
384,-0.004404247316725025,0.9976591307092689,0.004,-0.008404247316725025
385,0.0018785534544329997,0.9995332867156095,0.0044,-0.0025214465455670005
386,0.004392308307261639,1.003923545074235,0.0038,0.000592308307261639
387,0.005287650489447097,1.0092319418987141,0.0043,0.000987650489447097
388,0.0031045482506893533,1.0123651511584755,0.0044,-0.001295451749310647
389,0.011013376248442518,1.0235147094689951,0.0040999999999999,0.006913376248442619
390,0.012672087494668664,1.0364847774194665,0.004,0.008672087494668664
391,-0.0022321522421457143,1.0341711855995999,0.004,-0.006232152242145714
392,-0.017660742470171593,1.0159069546206534,0.0042,-0.02186074247017159
393,0.011019460844426423,1.0271017015286763,0.0032,0.007819460844426423
394,0.026171848602556478,1.053982851760513,0.0032,0.022971848602556477
395,-0.011056146597105035,1.042329862840614,0.0034,-0.014456146597105035
396,0.01976288304181902,1.0629293060109282,0.0027,0.017062883041819018
397,-0.029531614264539836,1.0315392877553384,0.0021,-0.03163161426453984
398,0.024134833674285205,1.056435316893804,0.0013,0.022834833674285206
399,-0.06411828829753656,0.9886984926775079,0.0017,-0.06581828829753655
400,0.047967202866725116,1.0361235938497952,0.0018,0.04616720286672511
401,0.032528699062026205,1.0698273464252002,0.0018,0.030728699062026205
402,0.04855685608180346,1.1217747989179463,0.0017,0.04685685608180346
403,-0.037261014543841356,1.07997633182055,0.0015,-0.03876101454384136
404,0.010750587870924776,1.091586712274306,0.0013,0.009450587870924777
405,-0.06638817068973275,1.019118267297195,0.0015,-0.06788817068973275
406,-0.05627638447024397,0.9617659758661292,0.0008,-0.05707638447024397
407,-0.032492899635848296,0.9305154105391373,0.0003,-0.0327928996358483
408,0.08139282395289205,1.0062526875346025,0.0,0.08139282395289205
409,0.12105608542182347,1.1280656988327307,0.0,0.12105608542182347
410,0.02491606325373591,1.1561726551392169,0.0001,0.02481606325373591
411,0.05663176072105362,1.2216487482972862,0.0002,0.056431760721053624
412,0.11228918744073213,1.358826693581576,0.0001,0.11218918744073213
413,0.05113322190560934,1.428307880435748,0.0,0.05113322190560934
414,-0.025000207842012064,1.3925998865624707,0.0001,-0.025100207842012064
415,0.0358320553998841,1.4424996028476496,0.0001,0.0357320553998841
416,0.033064959179435124,1.4901957933321586,0.0001,0.03296495917943512
417,0.04602995022427411,1.5587894315236603,0.0001,0.04592995022427411
418,-0.032828002438708634,1.5076174882641684,0.0,-0.032828002438708634
419,0.010450420026811139,1.523372724256295,0.0,0.010450420026811139
420,0.024961676100730162,1.5613986607798676,0.0001,0.024861676100730163
421,-0.006222758246221635,1.5516824543878602,0.0,-0.006222758246221635
422,0.014050556319293833,1.573484456102897,0.0,0.014050556319293833
423,0.035020474443709565,1.6285886282854225,0.0001,0.03492047444370956
424,0.02473137146837679,1.6688658586207235,0.0001,0.02463137146837679
425,-0.019710299469854545,1.635972012772293,0.0001,-0.019810299469854544
426,-0.04733931684515345,1.558526215309862,0.0001,-0.04743931684515345
427,0.026696233540585562,1.600132995132899,0.0001,0.026596233540585563
428,-0.019212455667611282,1.5693905109016262,0.0001,-0.01931245566761128
429,0.039673808290252216,1.631654209163678,0.0001,0.03957380829025221
430,0.01383520153287967,1.654228473979429,0.0001,0.01373520153287967
431,0.030488032403851978,1.7046626452974885,0.0001,0.03038803240385198
432,0.02335692437407759,1.744478321787017,0.0001,0.02325692437407759
433,0.001217386731996715,1.7466020265502162,0.0001,0.001117386731996715
434,0.019625261670644524,1.7808795483557422,0.0001,0.019525261670644525
435,0.004082825597210148,1.788150568961317,0.0001,0.003982825597210147
436,0.0021390305881013975,1.7919754777244565,0.0,0.0021390305881013975
437,-0.014302209147427964,1.7663462696549792,0.0,-0.014302209147427964
438,-0.013767806856010685,1.7420275553735345,0.0,-0.013767806856010685
439,-0.0052800114720766775,1.7328296298964885,0.0,-0.0052800114720766775
440,-0.06629983869298434,1.6179433049519276,0.0001,-0.06639983869298434
441,-0.07432872878676304,1.4976836358457968,0.0,-0.07432872878676304
442,0.0767918127871578,1.612693477224057,0.0,0.0767918127871578
443,-0.0173318712526642,1.5847424815067983,0.0,-0.0173318712526642
444,-0.016197176558259845,1.559074127734458,0.0,-0.016197176558259845
445,0.03170821191247528,1.6085095805639196,0.0,0.03170821191247528
446,0.016607245694724486,1.6352224943706626,0.0,0.016607245694724486
447,-0.011299935413338038,1.6167445857978364,0.0,-0.011299935413338038
448,-0.005456428135065012,1.6079229351526751,0.0,-0.005456428135065012
449,-0.0576372825973002,1.5152466265446,0.0001,-0.0577372825973002
450,-0.015906953967062785,1.491143668207408,0.0,-0.015906953967062785
451,0.002627613979911455,1.4950618181560462,0.0,0.002627613979911455
452,0.0316675188249496,1.5424067164269661,0.0001,0.0315675188249496
453,-0.0009304866358988903,1.54097152759021,0.0001,-0.0010304866358988903
