,ls_ret,cumulative_ret,RF,ls_sub_rf
73,0.07246863286010918,1.0724686328601092,0.0104,0.062068632860109184
74,0.040064255970917485,1.1154362906877966,0.0107,0.029364255970917484
75,0.05835055902949535,1.1805226218112161,0.0121,0.04625055902949535
76,0.0749790433736052,1.2690370786755216,0.0108,0.0641790433736052
77,0.041442216919385814,1.3216287885687361,0.0115,0.029942216919385815
78,0.010363321672193697,1.3353252528359056,0.0135,-0.0031366783278063033
79,-0.08942866956465875,1.215908892038699,0.0124,-0.10182866956465875
80,-0.023821197301996014,1.1869444864201937,0.0128,-0.03662119730199601
81,0.06801678491474099,1.2676766342587737,0.0124,0.05561678491474099
82,-0.03344279510260684,1.2252819843228953,0.0121,-0.04554279510260684
83,-0.01915494660183085,1.201811773341005,0.0107,-0.02985494660183085
84,0.029496963953400946,1.2372615718980173,0.0087,0.020796963953400947
85,0.055301478291405096,1.3056839658571253,0.008,0.047301478291405095
86,0.07134610909932756,1.3988394365344103,0.0092,0.062146109099327565
87,0.047740751742750526,1.4656210828019687,0.0098,0.03794075174275052
88,-0.026103187660577093,1.4273637006382907,0.0113,-0.03740318766057709
89,-0.015774816708657345,1.4048472998841308,0.0106,-0.026374816708657343
90,0.03045765021541976,1.4476356475500785,0.0096,0.020857650215419764
91,0.07415654761101698,1.5549873093710311,0.0105,0.06365654761101698
92,0.03726361951805697,1.6129317648228403,0.0076,0.02966361951805697
93,0.015296962742588283,1.6376047219356724,0.0051,0.010196962742588283
94,0.011219648283114253,1.6559780709425576,0.0059,0.005319648283114253
95,0.091149787764049,1.806920120650891,0.0063,0.084849787764049
96,-0.045769695063699524,1.7242179377242364,0.0067,-0.05246969506369952
97,0.023835466615153206,1.7653154768161108,0.0069,0.016935466615153206
98,0.05192383380149137,1.856977424241511,0.0062,0.04572383380149137
99,-0.005996640584710576,1.8458417980544128,0.0063,-0.012296640584710576
100,0.01049638765157554,1.8652164691102733,0.0070999999999999,0.0033963876515756396
101,-0.01037466460653809,1.845865473824663,0.0069,-0.01727466460653809
102,-0.01946974002579547,1.809926952926705,0.0067,-0.02616974002579547
103,-0.06174396727813269,1.698174882369388,0.0074,-0.06914396727813268
104,-0.04417845625006118,1.6231521376236793,0.0076,-0.05177845625006118
105,-0.0039725179652786045,1.6167041365965888,0.0076,-0.011572517965278604
106,-0.062682111602537,1.5153657074781581,0.0076,-0.070282111602537
107,0.06240239863972557,1.6099281624411799,0.0069999999999999,0.05540239863972567
108,-0.007714137986190927,1.597508954448254,0.0073,-0.015014137986190928
109,-0.04228343247239919,1.5299607924487881,0.0076,-0.049883432472399195
110,-0.02353353731341211,1.493955403051637,0.0070999999999999,-0.030633537313412007
111,-0.005311795060565182,1.4860198181210027,0.0073,-0.012611795060565182
112,0.008558836168630578,1.4987384182876387,0.0081,0.0004588361686305789
113,-0.04256334322674508,1.4349471005829528,0.0078,-0.05036334322674508
114,-0.0025039851845411396,1.431354014302493,0.0075,-0.01000398518454114
115,-0.07698873682609911,1.321155876790378,0.0081999999999999,-0.08518873682609901
116,0.11264900782826416,1.4699827754972945,0.0083,0.10434900782826416
117,-0.07146866856283283,1.3649250637222052,0.0086,-0.08006866856283283
118,-0.07790303234270628,1.2585932623376839,0.01,-0.08790303234270627
119,-0.05892286675958711,1.1844333392364463,0.0073,-0.0662228667595871
120,-0.003994164182586232,1.179702518016207,0.0064,-0.010394164182586232
121,0.10945430345455985,1.3088260354092613,0.0065,0.10295430345455985
122,-0.03155657638604419,1.2675239666468257,0.0058,-0.03735657638604419
123,-0.08585479924887682,1.1587009509472224,0.0062,-0.09205479924887681
124,-0.07060448932715584,1.076891462022704,0.0072,-0.07780448932715583
125,-0.04253246436714596,1.0310886142869395,0.0066,-0.04913246436714596
126,-0.04231501761761525,0.9874580814080652,0.0055,-0.047815017617615245
127,0.07963427940981314,1.066093594168393,0.0062,0.07343427940981315
128,-0.061565379729810396,1.0004591372158977,0.0055,-0.0670653797298104
129,-0.06336078564586158,0.9370692602753177,0.006,-0.06936078564586158
130,-0.04738667911159798,0.8926646599333087,0.0065,-0.05388667911159798
131,0.05658067784953755,0.9431722314846621,0.0060999999999999,0.05048067784953765
132,0.003435916830717603,0.9464128928290858,0.0065,-0.0030640831692823967
133,-0.023704100047773978,0.9239790269309619,0.0056,-0.02930410004777398
134,-0.006988961080988398,0.917521373472092,0.0053,-0.012288961080988398
135,-0.03779397500006272,0.8828445936210645,0.006,-0.04379397500006272
136,0.05836735641908792,0.93437389867961,0.0052,0.053167356419087916
137,-0.03813459935953831,0.8987419244014532,0.0049,-0.04303459935953831
138,-0.11808168269123248,0.7926169656629731,0.0052,-0.12328168269123248
139,-0.13050062703196658,0.6891799546477804,0.0052,-0.1357006270319666
140,0.009408328171340755,0.6956639858302165,0.0046,0.004808328171340755
141,0.010980927765789156,0.703303021807879,0.0045,0.006480927765789156
142,-0.002438081406941954,0.7015883117869631,0.0046,-0.007038081406941954
143,0.019459990139460252,0.715241213416298,0.0039,0.015559990139460252
144,0.010020780758392335,0.7224084888053092,0.0049,0.005120780758392335
145,0.08882077582895956,0.786573371246423,0.0042,0.08462077582895956
146,0.07723130008671432,0.8473214553213742,0.0043,0.07293130008671432
147,0.003398025989687679,0.8502006756481763,0.0046999999999999,-0.0013019740103122207
148,0.05445990564402346,0.8965025242224608,0.0044,0.05005990564402346
149,0.03240358001086859,0.9255524154960489,0.0038,0.02860358001086859
150,-0.057860548848648746,0.8719994447472549,0.0048,-0.06266054884864874
