TICKER,PERMNO,NCUSIP,sdate,edate,SCORE
BRCM,85963,11132010,1998-05-14,2016-01-29,1
BRK2,81241,11434A10,1995-03-16,2002-05-14,1
BRK2,81241,11442E10,2002-05-16,2003-02-27,1
BRK2,81241,11434010,2003-03-20,2023-12-29,1
BRKL,85860,11373910,1998-05-14,2002-07-09,1
BRKL,85860,11373M10,2002-07-18,2023-12-29,1
BSA,91040,06985P10,2005-12-15,2016-12-26,1
BSA,91040,06985P20,2017-02-16,2019-12-02,1
BSA,,,2019-12-19,2022-12-31,6
BSFT,93428,11133B40,2010-07-15,2018-02-01,1
BSRR,87014,06486010,1999-09-16,2001-08-09,1
BSRR,87014,82620P10,2001-08-16,2023-12-29,1
BSX,77605,10113710,1992-06-18,2023-12-29,1
BTCU,,,2006-06-15,2014-03-19,6
BTCU,91446,20361210,2014-03-20,2021-12-03,1
BTH,80592,09643P10,1994-07-14,2009-02-01,1
BTH,80592,09643P20,2009-02-19,2015-10-14,1
BTPH,,,2001-02-15,2002-06-19,6
BTPH,89875,09065V20,2003-10-01,2012-06-03,1
BTPH,89875,09065V30,2012-06-14,2013-07-17,1
BTPH,89875,00182C10,2013-07-18,2023-12-29,1
BTU,60054,74724310,1981-12-16,1989-07-31,1
BTU,88991,70454910,2001-05-23,2001-07-18,5
BVF2,80307,09067K10,1995-12-14,2000-03-15,1
BVF2,80307,09067J10,2000-03-16,2010-09-27,1
BVF2,80307,91911K10,2010-10-14,2018-07-15,1
BVF2,80307,07173410,2018-07-19,2023-12-29,1
BWA,79545,09972410,1993-11-18,2023-12-29,1
BWC,79668,07745910,1993-11-18,2004-07-15,1
BWLD,89904,11984810,2004-01-15,2018-02-02,1
BXCN,90496,09624H10,2005-01-20,2016-06-13,1
BXCN,90496,09624H20,2016-06-16,2023-12-29,1
BXG,92108,09253U10,2007-07-19,2019-06-30,1
BXG,92108,09260D10,2019-07-18,2023-12-29,1
BYRS,,,2004-05-20,2004-09-15,6
BYRS,92320,90263610,2007-10-26,2009-01-01,1
BYRS,92320,45336E10,2009-01-15,2016-11-11,1
BZH,80193,07556Q10,1994-04-14,2012-10-11,1
BZH,80193,07556Q88,2012-10-18,2023-12-29,1
CA1S,,,2003-06-19,2003-12-17,6
CA1S,90313,16936R10,2004-08-24,2023-12-29,1
CA3L,89615,14378510,2004-04-15,2017-03-03,1
CABE,90200,12680430,2004-06-25,2017-09-25,1
CAC3,77660,22531010,1992-08-20,2023-12-29,1
CACB,80112,14715410,1994-06-16,2010-11-21,1
CACB,80112,14715420,2010-12-16,2017-05-30,1
CADL,89905,13123E50,2004-02-19,2018-04-05,1
CAH,91065,P3107610,2005-12-15,2023-12-29,1
CAK1,77902,16307210,1992-12-17,2023-12-29,1
CALP,83981,13134710,1996-11-14,2005-12-05,1
CALP,,,2005-12-15,2008-02-13,6
CALP,92530,13134730,2008-02-14,2018-03-08,1
CALX,93272,13100M50,2010-04-15,2023-12-29,1
CAMT,88427,M2079110,2000-10-19,2023-12-29,1
CAND,76215,13740910,1997-11-20,2005-06-30,1
CAND,76215,45105510,2005-07-14,2019-03-13,1
CAND,76215,45105530,2019-03-14,2021-08-03,1
CAPI,91979,12477X10,2007-05-17,2021-11-22,1
CASS,83738,14774110,1996-09-19,2001-01-29,1
CASS,83738,14808P10,2001-02-15,2023-12-29,1
CATI,89876,14622910,2003-11-20,2023-12-29,1
CATM,92457,14161H10,2007-12-11,2016-06-30,1
CATM,92457,G1991C10,2016-07-14,2021-06-18,1
CATY,76504,14915010,1998-07-16,2023-12-29,1
CAVM,92034,14965A10,2007-05-17,2011-06-19,1
CAVM,92034,14964U10,2011-07-14,2018-07-05,1
CBCG,84198,12479F10,1997-02-20,1998-05-19,1
CBCG,84198,12489L10,1998-06-18,2001-07-20,1
CBCG,90199,12497T10,2004-06-17,2011-10-04,1
CBCG,90199,12504L10,2011-10-20,2023-12-29,1
CBHQ,,,2005-10-20,2006-01-18,6
CBHQ,90948,15134530,2006-01-19,2008-05-11,1
CBHQ,90948,40075T10,2008-05-15,2013-05-20,1
CBHQ,90948,40075T60,2013-06-20,2018-12-31,1
CBI1,84651,N1980810,1997-05-15,2001-03-11,1
CBI1,84651,16725010,2001-04-19,2018-05-10,1
CBIN,81546,20359910,1996-08-15,2015-06-30,1
CBIN,81546,98779U10,2015-07-16,2016-09-09,1
CBNC,92555,13920910,2008-02-01,2016-04-29,1
CBOH,93429,12503M10,2010-06-17,2023-12-29,1
CBPO,,,2007-09-20,2007-12-19,6
CBPO,93189,16938C10,2009-12-02,2017-07-23,1
CBPO,93189,G2151510,2017-08-17,2021-04-20,1
CBSI,86896,20360710,1987-04-16,2023-12-29,1
CBST,84060,22967810,1996-12-19,2015-01-21,1
CCBR,84516,13967410,1997-02-03,2023-12-29,1
CCC2,70519,20161510,1986-10-29,1988-12-15,1
CCC2,70519,74158910,1989-01-19,1994-01-02,1
CCC2,70519,89419010,1994-01-20,1998-10-07,1
CCC2,70519,17296710,1998-10-15,2011-05-08,1
CCC2,70519,17296742,2011-05-19,2023-12-29,1
CCE,70500,19121910,1986-11-21,2010-10-03,1
CCE,70500,19122T10,2010-10-14,2016-05-27,1
CCE,16048,G2583910,2016-06-16,2023-12-29,1
CCMP,88152,12709P10,2000-05-18,2020-09-30,1
CCMP,88152,12571T10,2020-10-15,2022-07-05,1
CCNE,86384,12612810,2002-05-16,2023-12-29,1
CCRN,89167,22748P10,2001-12-20,2003-05-13,1
CCRN,89167,22748310,2003-05-15,2023-12-29,1
CCRT,86819,20478N10,1999-05-20,2009-06-30,1
CCRT,86819,20478T10,2009-07-16,2012-12-02,1
CCRT,86819,04914Y10,2012-12-20,2023-12-29,1
CCS1,87055,22160710,1985-12-19,1993-10-21,1
CCS1,87055,74143W10,1993-11-18,1997-02-05,1
CCS1,87055,22160Q10,1997-02-20,1999-08-29,1
CCS1,87055,22160K10,1999-09-16,2023-12-29,1
CCVD,83633,14160K10,1996-07-18,1999-01-24,1
CCVD,83633,75024110,1999-02-18,2002-06-02,1
CCVD,83633,29266S10,2002-06-20,2019-03-05,1
CCVD,83633,29266S30,2019-03-14,2020-07-15,1
CCVD,,,2020-07-16,2023-12-31,6
CDG2,69796,13721920,1990-01-18,1992-06-17,1
CDG2,64899,13721910,1992-06-18,1998-02-18,6
CDG2,69796,13721920,1992-06-18,1998-02-18,6
CDG2,69796,13721920,1998-02-19,2000-09-19,1
CDG2,69796,21036P10,2000-10-19,2023-12-29,1
CDIS,85168,12791410,1997-08-14,2006-03-05,1
CDIS,85168,42330P10,2006-03-16,2023-12-29,1
CDL,65525,17286210,1984-03-15,2000-01-04,1
CDL,87532,75540810,2002-01-17,2023-12-29,1
CDPD,80924,12512710,1997-12-18,1999-11-21,1
CDPD,80924,82966U10,1999-12-16,2008-08-05,1
CDPD,80924,82967N10,2008-08-14,2013-11-14,1
CDPD,80924,82968B10,2013-12-19,2023-12-29,1
CDTC,79808,12692410,1994-01-20,2004-07-15,1
CDTC,79668,07745410,2004-08-19,2023-12-29,1
CDXS,93345,19200510,2010-05-20,2023-12-29,1
CE1A,88908,15201P10,2004-04-15,2020-06-05,1
CE1E,90082,15568510,2004-04-15,2023-12-29,1
CEC1,85724,14166510,1998-03-19,2020-01-01,1
CEC1,85724,71363P10,2020-01-16,2023-12-29,1
CELM,91813,M2196U10,2007-02-15,2021-02-08,1
CELM,,,2021-02-18,,6
CEN2,77780,15352710,1993-10-14,2023-12-29,1
CEN2/1,91815,15352720,2007-02-15,2023-12-29,1
CENX,83244,15643110,1996-05-16,2023-12-29,1
CEPU,90520,15087010,2005-02-17,2023-12-29,1
CERS,84413,15708510,1997-03-20,2023-12-29,1
CEY,89003,15688010,2001-07-19,2006-01-31,1
CEY,89003,31620M10,2006-02-16,2023-12-29,1
CFF,90829,12526910,2005-08-18,2023-12-29,1
CFFI,85725,12466Q10,2002-01-17,2018-01-26,1
CFFN,86820,14057C10,1999-04-15,2010-12-21,1
CFFN,86820,14057J10,2011-01-20,2023-12-29,1
CFNL,86250,14149F10,1999-02-18,2017-04-21,1
CFXX,92648,19401410,2008-05-15,2022-04-04,1
CFXX,92648,19401450,2022-04-14,2023-12-29,1
CGNX,75654,19242210,1989-10-19,2023-12-29,1
CHCS,78963,16861510,1993-05-20,2023-12-29,1
CHDN,79026,17148410,1995-05-18,2023-12-29,1
CHDX,80804,90329W30,1999-09-16,2002-08-01,1
CHDX,80804,16946710,2002-08-15,2014-09-29,1
CHEV,90007,16677410,2004-11-18,2012-01-17,1
CHEV,90007,16677X10,2012-01-19,2016-04-29,1
CHFN,89168,16122M10,2002-06-20,2013-04-08,1
CHFN,89168,16122W10,2013-04-18,2018-08-31,1
CHGO,84062,16788910,1997-02-20,2004-08-15,1
CHGO,84062,09180C10,2004-08-19,2023-12-29,1
CHH2,85517,16990510,1997-11-20,2023-12-29,1
CHKE,23107,16444310,1984-04-19,1989-05-10,1
CHKE,76689,16444520,1991-10-17,1993-06-01,1
CHKE,79315,16444L10,1993-07-15,1994-12-26,1
CHKE,79315,16444H10,1995-01-19,2019-06-26,1
CHKE,79315,03755M10,2019-07-18,2019-09-26,1
CHKE,79315,03755M20,2019-10-17,2020-09-01,1
CHKP,,,1996-08-15,1996-09-18,6
CHKP,83639,M2246510,1996-09-19,2023-12-29,1
CHMX,23019,16361010,1989-02-16,1992-04-15,1
CHMX,23019,16361030,1993-03-18,1995-04-26,1
CHMX,,,1996-02-15,1998-06-17,6
CHMX,87656,00431M20,2000-03-30,2006-06-04,1
CHMX,87656,00431M30,2006-06-15,2014-10-23,1
CHMX,87656,72754H10,2014-11-20,2015-06-21,1
CHMX,87656,00289Y10,2015-07-16,2022-07-04,1
CHMX,87656,00289Y20,2022-07-14,2023-12-29,1
CHRW,85459,12541W10,1997-11-20,2005-10-16,1
CHRW,85459,12541W20,2005-10-20,2023-12-29,1
CHX,70965,72146710,1987-04-16,2008-12-01,1
CHX,,,2008-12-18,2010-01-13,6
CHX,93179,72147K10,2010-01-14,2023-12-29,1
CIEE,93152,19075F10,2009-12-17,2017-06-18,1
CIEE,93152,19075F30,2017-07-20,2017-12-13,1
CIEE,,,2017-12-14,2021-12-31,6
CIEN,84519,17177910,1997-03-20,2006-09-24,1
CIEN,84519,17177930,2006-10-19,2023-12-29,1
CIMT,83247,M2379810,1996-10-17,2015-02-06,1
CIRI,87268,17273K10,1999-12-16,2023-10-17,1
CIT2,76586,17289910,1991-06-20,1996-11-20,1
CIT2,76586,69336610,1996-12-19,1998-12-16,1
CIT2,76586,69336620,1998-12-17,2018-12-31,1
CITG,85599,12557710,1997-11-20,2001-06-01,1
CITG,89463,12558110,2002-07-18,2009-11-02,1
CITG,,,2009-11-19,2010-02-17,6
CITG,93150,12558180,2010-02-18,2022-01-03,1
CIZ,87269,17471510,2002-10-17,2019-12-31,1
CKOR,78137,81190410,1993-03-18,2021-04-15,1
CKSW,88330,M2508210,2000-08-17,2015-07-10,1
CLCI,85570,12754910,1997-11-20,1998-09-09,1
CLCI,85570,12753710,1998-09-17,2003-12-17,1
CLCI,85570,12753720,2004-01-15,2023-12-29,1
CLCT,87379,19421R10,1999-12-16,2002-12-08,1
CLCT,87379,19421R20,2003-06-19,2020-11-02,1
CLDD,93095,18911Q10,2009-12-17,2019-03-26,1
CLDD,,,2019-04-18,2022-12-31,6
CLDN,80113,15083810,1994-05-19,2018-04-02,1
CLDN,,,2018-04-19,2023-09-14,6
CLFT,90080,18712Q10,2004-05-20,2014-04-01,1
CLFT,90080,18687310,2014-04-17,2018-03-29,1
CLNE,92035,18449910,2007-06-14,2023-12-29,1
CLNP,20774,13123810,1981-08-20,1988-11-22,1
CLNP,80926,13123X10,1995-02-16,2020-08-09,1
CLNP,80926,13123X50,2020-08-20,2023-12-29,1
CLRS,91983,21201510,2007-05-17,2022-11-22,1
CLS2,86115,15101Q10,1998-08-20,2023-12-29,1
CLUB,91349,89214A10,2006-06-15,2020-09-23,1
CLUB,,,2020-10-15,2020-12-31,6
CLWW,92854,18538R10,2008-12-18,2023-12-29,1
CMC3,83120,19933310,1996-04-18,2023-12-29,1
CMCS,25022,20030010,1982-10-14,1993-12-15,1
CMCS,11997,20030020,1993-12-16,2002-11-18,1
CMCS,89525,20030N10,2002-12-19,2023-12-29,1
CMCS/2,25022,20030010,1997-10-16,2002-11-18,1
CMCS/2,89565,20030N20,2002-12-19,2015-12-11,1
CMD2,77854,16124170,1993-01-14,1995-12-25,1
CMD2,77854,55907910,1996-01-18,2002-10-08,1
CMD2,,,2002-10-17,2004-01-14,6
CMD2,90011,55907920,2004-01-15,2022-01-03,1
CME,89626,16776010,2003-01-16,2007-07-12,1
CME,89626,12572Q10,2007-07-19,2023-12-29,1
CMG,91068,16965610,2006-02-16,2023-12-29,1
CMHC,91018,21868110,2005-12-02,2021-09-01,1
CMII,89952,20451N10,2004-02-19,2023-12-29,1
CMIK,10750,14343610,1987-11-19,2001-01-11,1
CMIK,89386,14343640,2002-05-23,2016-12-20,1
CMLS,86155,23108210,1998-08-20,2016-10-12,1
CMLS,86155,23108260,2016-10-20,2017-11-21,1
CMLS,,,2017-12-14,2018-07-18,6
CMLS,18046,23108280,2018-08-01,2023-12-29,1
CMT,78038,12566210,1992-10-30,1999-06-09,1
CMT,78038,75023610,1999-06-17,2023-12-29,1
CNC,86976,20846410,1986-11-20,2002-08-08,1
CNC,,,2002-08-15,2003-09-17,6
CNC,89841,20846488,2003-09-18,2010-05-11,1
CNC,89841,12621E10,2010-05-20,2023-12-29,1
CNKH,91915,17243V10,2007-05-17,2023-12-29,1
CNLS,90803,20903410,2005-08-18,2023-12-29,1
CNQR,86525,20670810,1999-01-14,2014-12-04,1
CNS,67467,21014910,1985-12-19,2001-05-15,1
CNS,67467,08930210,2001-05-17,2023-12-29,1
CNST,90303,19247A10,2004-08-19,2023-12-29,1
CNTE,89269,15135B10,2002-02-14,2023-12-29,1
CNTY,79791,15649210,2000-05-18,2023-12-29,1
CNX,86799,20854P10,1999-06-17,2017-11-28,1
CNX,86799,12653C10,2017-12-14,2023-12-29,1
COBH,80808,70867710,2003-10-16,2009-06-14,1
COBH,80808,59161R10,2009-06-18,2016-02-12,1
COBZ,86157,19633310,1999-08-19,2001-03-11,1
COBZ,86157,19089710,2001-03-15,2018-09-28,1
COF,81055,14040H10,1995-02-16,2023-12-29,1
COF1,81598,20043C10,1995-05-05,1995-05-29,1
COF1,81598,00891610,1995-06-15,2017-12-29,1
COG1,76082,12709710,1990-12-20,2023-12-29,1
COH2,88661,18975410,2000-11-16,2017-10-30,1
COH2,88661,87603010,2017-11-16,2023-12-29,1
COI,89297,19239V10,2002-08-15,2005-03-16,1
COI,89297,19239V30,2005-03-24,2023-12-29,1
COL1,85863,19851610,1998-05-14,2023-12-29,1
COLB,77679,19723610,1992-12-17,2023-12-29,1
COLS,89014,77434110,2001-07-19,2018-11-26,1
CONN,89908,20824210,2003-12-18,2023-12-29,1
CORH,90125,21835210,2004-04-15,2023-12-29,1
COTV,90539,56069020,2005-01-26,2014-06-12,1
COTV,90539,56069030,2014-06-19,2016-07-31,1
COTV,90539,56069040,2016-08-18,2017-01-10,1
COTV,90539,73109410,2017-01-19,2022-05-16,1
COTV,90539,73109420,2022-05-19,2023-06-15,1
COV,92156,G2552X10,2007-07-02,2009-06-04,1
COV,92156,G2554F10,2009-06-18,2011-03-20,1
COV,92156,G2554F11,2011-04-14,2015-01-26,1
COWN,91398,22362110,2006-07-13,2009-10-30,1
COWN,93128,22362210,2009-11-19,2016-12-04,1
COWN,93128,22362260,2016-12-15,2023-02-28,1
CPBC,91171,20401810,2007-05-17,2013-06-27,1
CPBC,91171,90207C10,2013-07-18,2019-12-31,1
CPGN,88507,M2572210,2000-09-14,2023-12-29,1
CPHD,88331,15670R10,2000-07-20,2016-11-04,1
CPIX,93004,23077010,2009-08-11,2023-09-14,1
CPLA,91605,13959410,2006-11-16,2018-07-31,1
CPOW,85645,21902310,1998-01-02,2012-06-03,1
CPOW,85645,45718710,2012-06-14,2023-12-29,1
CPRT,80320,21720410,1994-07-14,2023-12-29,1
CPSI,89387,20530610,2002-06-20,2023-12-29,1
CPSS,78018,21050210,1993-10-14,2023-12-29,1
CPWR,78139,20563810,1993-01-14,2014-12-15,1
CRAI,85972,15985210,1998-06-18,2005-05-15,1
CRAI,85972,12618T10,2005-05-19,2023-12-29,1
CRAW,27618,22463310,1978-07-20,1994-06-15,1
CRAW,76274,22463320,1994-06-16,2005-12-14,1
CRAW,27618,22463310,2005-12-15,2023-12-29,1
CRAW/1,27618,22463310,1998-07-16,2005-12-14,1
CRAW/1,76274,22463320,2005-12-15,2023-12-29,1
CRBO,83366,14078110,1996-06-20,2019-12-20,1
CRBO,,,2020-01-16,2022-12-31,6
CREE,78875,22544710,1994-08-18,2021-10-03,1
CREE,78875,97785210,2021-10-14,2023-12-29,1
CREK,92111,14165710,2007-07-19,2010-12-31,1
CRFS,,,2009-06-18,2009-08-19,6
CRFS,92988,14170T10,2009-09-01,2015-03-16,1
CRLB,82656,N2271710,1995-11-16,2023-05-01,1
CRLB,82656,21867A10,2023-05-18,2023-12-29,1
CRLD,87090,22790110,1985-12-19,1991-08-01,1
CRLD,79441,14043810,1996-03-14,1996-12-04,5
CRLD,81143,14309310,1997-03-27,1997-04-16,5
CRLD,81143,14309310,1998-02-25,1998-09-03,5
CRLD,88281,15986410,2000-06-23,2000-07-19,5
CRLL,88281,15986410,2000-07-20,2023-12-29,1
CRME,90279,14159U20,2005-05-19,2013-04-11,1
CRME,90279,14159U30,2013-04-18,2018-05-16,1
CRME,90279,22026V10,2018-05-17,2020-05-26,1
CRMN,90215,79466L30,2004-06-23,2023-12-29,1
CRON,81857,21664010,1995-07-20,2006-05-07,1
CRON,81857,13342B10,2006-05-18,2016-04-01,1
CROX,91090,22704610,2006-02-16,2023-12-29,1
CRSV,83856,14390510,1996-09-19,2023-12-29,1
CRUS,75603,17275510,1989-08-17,2023-12-29,1
CRYL,78876,22890310,1993-03-18,2023-12-29,1
CRZO,85280,14457710,1997-10-16,2019-12-20,1
CSCD,90478,14732210,2005-01-20,2016-06-24,1
CSCO,76076,17275R10,1990-04-19,2023-12-29,1
CSGS,83124,12634910,1996-04-18,2023-12-29,1
CSIQ,91607,13663510,2006-11-16,2023-12-29,1
CSLM,90404,12811R10,2004-11-18,2017-02-21,1
CSNO,77897,14757510,1993-07-15,1998-09-30,1
CSNO,77897,46459210,1998-10-15,2017-05-01,1
CSPK,78877,16516710,1993-03-18,2020-04-14,1
CSPK,78877,16516774,2020-04-16,2020-06-26,1
CSPK,,,2020-07-16,,6
CSS2,67838,12590610,1987-07-16,2020-03-03,1
CSTR,85173,19259P30,1997-08-14,2013-07-01,1
CSTR,85173,69007010,2013-07-18,2016-09-26,1
CSU,85419,14047510,1997-12-18,2020-12-13,1
CSU,85419,14047520,2020-12-17,2023-12-29,1
CTCM,91350,12642X10,2006-06-01,2016-05-18,1
CTCT,92302,21031310,2007-10-18,2016-02-09,1
CTND,75526,14174010,1994-02-17,1995-03-22,1
CTND,75526,14174020,1995-06-15,2000-01-31,1
CTND,75526,02040910,2000-02-17,2018-03-29,1
CTRE,90706,17306X10,2005-05-19,2023-12-29,1
CTSH,86158,19244610,1998-08-20,2023-12-29,1
CTXS,82686,17737610,1996-01-18,2022-09-29,1
CUD,90989,18451C10,2005-11-17,2019-05-01,1
CUD,90989,18453H10,2019-05-16,2023-12-29,1
CUTR,90081,23210910,2004-04-15,2023-12-29,1
CVC,68857,12686C10,1986-11-20,2016-06-21,1
CVCO,21806,14956710,1994-02-17,1997-03-27,1
CVCO,89792,14956810,2003-07-17,2023-12-29,1
CVD,84364,22281610,1997-01-16,2015-02-18,1
CVEN,92326,12662P10,2007-11-15,2023-12-29,1
CVG,86305,21248510,1998-09-17,2018-10-04,1
CVGI,90314,20260810,2004-08-19,2023-12-29,1
CVGW,89447,12824610,2002-08-15,2023-12-29,1
CVH,85939,14956410,1998-06-18,2000-02-29,1
CVH,85939,95750P10,2000-03-16,2005-09-22,1
CVH,85939,75676410,2005-10-20,2021-03-17,1
CVLT,91463,20416610,2006-09-22,2023-12-29,1
CVTI,80969,22284P10,1994-12-15,2023-12-29,1
CWCO,81610,G2377310,2000-04-20,2023-12-29,1
CWEI,79159,96949010,1993-07-15,2017-04-24,1
CWST,85464,14744810,1997-12-18,2023-12-29,1
CXO,92239,20605P10,2007-08-16,2021-01-15,1
CXP,80415,15231R10,1994-05-19,2004-02-01,1
CXP,80415,26969P10,2004-02-19,2023-12-29,1
CYBX,78881,23251P10,1993-03-18,2015-10-16,1
CYBX,15702,G5509L10,2015-11-19,2023-12-29,1
CYD,81134,G2108210,1995-12-14,2023-12-29,1
CYH,88284,20366810,2000-07-20,2023-12-29,1
CYNO,91020,23257720,2005-12-15,2017-03-21,1
CYP1,78051,23280810,1996-02-15,1999-11-17,1
CYP1,78051,74835Y10,1999-11-18,2014-08-14,1
CYPH,82567,23282G10,2001-03-15,2001-10-23,1
CYPH,82567,30161010,2001-11-15,2007-06-10,1
CYPH,82567,68375N10,2007-06-14,2023-12-29,1
CYT,80079,23282010,1994-03-17,2015-12-08,1
CYTK,90126,23282W10,2004-05-20,2013-06-24,1
CYTK,90126,23282W60,2013-07-18,2023-12-29,1
CZNC,,,2001-12-20,2004-06-16,6
CZNC,90534,17292210,2005-01-13,2023-12-29,1
CZWI,91609,17490310,2006-11-01,2023-12-29,1
CZZ,92259,G2534310,2007-08-16,2021-03-05,1
D,19406,23742410,1976-01-15,1979-05-16,5
D,64936,25747010,1983-06-02,2000-01-30,1
D,64936,25746U10,2000-02-17,2023-12-29,1
DAC,91560,Y1968P10,2006-10-19,2019-05-01,1
DAC,91560,Y1968P12,2019-05-16,2023-12-29,1
DAKT,80233,23426410,1994-04-14,2023-12-29,1
DAL,26112,24736110,1976-01-15,2005-10-12,1
DAL,,,2005-10-20,2007-05-16,6
DAL,91926,24736170,2007-05-17,2023-12-29,1
DAR,80928,23726610,2003-07-17,2023-12-29,1
DAVE,84203,30706810,1996-12-19,2019-09-16,1
DAVE,84203,05551A10,2019-09-19,2022-09-27,1
DBKA,89199,D1819089,2003-02-20,2023-12-29,1
DCHA,90805,25468Y10,2005-07-21,2008-09-17,1
DCHA,90805,25470F10,2008-09-18,2022-04-08,1
DCHA,22976,93442310,2022-04-14,2023-12-29,1
DCHA/1,90806,25468Y20,2005-08-18,2008-09-17,1
DCHA/1,90806,25470F20,2008-09-18,2022-02-24,1
DCHA/2,92778,25470F30,2008-10-16,2022-04-08,1
DCN,11607,23581110,1976-01-15,2006-03-03,1
DCN,,,2006-03-16,2008-02-13,6
DCN,92570,23582520,2008-02-14,2023-12-29,1
DECK,79686,24353710,1994-01-20,2023-12-29,1
DEL1,84365,24785010,1997-03-20,2018-02-20,1
DFR,90752,24457230,2005-07-14,2007-12-23,1
DFR,90752,24433110,2008-01-17,2008-10-16,1
DFR,90752,24433130,2008-11-20,2011-04-18,1
DFR,90752,12547110,2011-05-19,2011-07-20,1
DFR,90752,12547R10,2011-08-18,2012-08-30,1
DFSV,92121,25470910,2007-07-02,2023-12-29,1
DGI,92924,25389M87,2009-05-14,2017-10-04,1
DGIC,11748,25770110,1988-12-15,2001-04-19,1
DGIC,11748,25770130,2001-07-19,2004-09-15,1
DGIC,88963,25770120,2004-09-16,2023-12-29,1
DGII,75831,25379810,1990-02-15,2023-12-29,1
DGX,84373,74834L10,1997-01-16,2023-12-29,1
DHT,90943,Y2111010,2005-10-20,2008-07-06,1
DHT,90943,Y2065G10,2008-07-17,2012-07-16,1
DHT,90943,Y2065G12,2012-07-19,2023-12-29,1
DHX,92172,25301710,2007-08-16,2015-04-20,1
DHX,92172,23331S10,2015-05-14,2023-12-29,1
DIL,90682,26745T10,2005-07-14,2023-12-29,1
DIM1,83815,25392210,1996-12-19,2021-01-29,1
DINE,85726,00758B10,1999-06-17,2002-07-17,1
DINE,85726,24869P10,2005-05-10,2023-12-29,1
DISH,81696,27876210,1995-11-16,2008-01-21,1
DISH,81696,25470M10,2008-02-14,2023-12-29,1
DKDK,91215,24664710,2006-05-18,2017-07-02,1
DKDK,91215,24665A10,2017-07-20,2023-12-29,1
DKS,89540,25339310,2002-10-17,2023-12-29,1
DLIB,90550,25659T10,2005-02-17,2023-12-29,1
DLTR,81481,25674710,1995-04-20,2008-03-02,1
DLTR,81481,25674610,2008-03-20,2023-12-29,1
DMDN,90807,25260310,2005-08-18,2016-02-26,1
DMPI,90248,25754A20,2004-07-15,2023-12-29,1
DMRC,87482,25380710,2000-01-20,2008-08-13,1
DMRC,92808,25381B10,2008-11-20,2023-12-29,1
DNB,48506,26483010,1976-01-15,1998-06-18,1
DNB,48506,26483B10,1998-07-16,2000-10-02,1
DNB,88590,26483E10,2000-10-19,2019-02-07,1
DNBF,92873,23323710,2009-01-21,2019-11-29,1
DO,82298,25271C10,1995-11-16,2020-04-24,1
DO,,,2020-05-14,,6
DOLR,30382,25666910,1977-10-20,2007-07-06,1
DOLR,93096,25667710,2009-11-19,2023-12-29,1
DOX,86144,G0260210,1998-08-20,2023-12-29,1
DPII,88434,25467510,2000-09-14,2006-09-12,1
DPII,88434,45665G30,2006-09-14,2023-09-13,1
DPMD,85686,24990810,1998-06-18,2018-08-14,1
DPMD,85686,04545L10,2018-08-16,2020-05-13,1
DPMD,85686,04546C10,2020-05-20,2021-05-17,1
DPMD,85686,04546C20,2021-05-20,2023-12-29,1
DPSG,92618,26138E10,2008-05-15,2018-07-09,1
DPSG,17942,49271V10,2018-07-19,2023-12-29,1
DRAD,90223,25382710,2004-07-15,2019-06-04,1
DRAD,90223,25382770,2019-06-20,2021-01-03,1
DRAD,90223,85513Q10,2021-01-14,2023-12-29,1
DRG,90831,26160810,2005-08-18,2015-06-30,1
DRHI,77661,23331A10,1992-07-16,2023-12-29,1
DRI,81655,23719410,1995-05-30,2023-12-29,1
DRIV,86322,25388B10,1998-09-17,2015-02-12,1
DRQ,85424,26203710,1997-11-20,2023-12-29,1
DRVR,86165,26209410,2001-12-20,2003-01-23,1
DRVR,86165,00433F10,2003-02-20,2004-01-06,1
DRVR,86165,00433F20,2004-01-15,2005-03-23,1
DRVR,86165,69423U10,2005-04-14,2011-06-07,1
DRVR,86165,69423U20,2011-06-16,2013-05-13,1
DRVR,86165,69423U30,2013-05-16,2021-01-13,1
DRVR,86165,02151310,2021-01-14,2023-12-29,1
DRYS,90589,Y2109Q10,2005-02-17,2016-03-10,1
DRYS,90589,Y2109Q12,2016-03-17,2016-08-14,1
DRYS,90589,Y2109Q20,2016-08-18,2016-10-31,1
DRYS,90589,Y2109Q14,2017-04-20,2017-05-10,1
DRYS,90589,Y2109Q50,2017-05-18,2017-06-21,1
DRYS,90589,Y2109Q60,2017-07-20,2017-07-20,1
DRYS,90589,Y2109Q70,2017-08-17,2018-02-27,1
DSG1,86572,24990610,1999-01-27,2023-12-29,1
DSPG,80236,23332B10,1994-03-17,2021-12-02,1
DSS,87043,74790620,1999-08-19,2017-04-18,1
DSS,87043,74790650,2017-04-20,2023-12-29,1
DST,83186,23332610,1995-12-14,2018-04-16,1
DSW,90751,23334L10,2005-07-14,2019-04-01,1
DSW,90751,25056510,2019-04-18,2023-12-29,1
DSXX,90630,Y2066G10,2005-04-14,2023-12-29,1
DTLK,87160,23793410,1999-09-16,2017-01-06,1
DTSY,89793,25389G10,2003-07-17,2005-06-20,1
DTSY,89793,23335C10,2005-07-14,2016-12-01,1
DVAX,90029,26815810,2004-04-15,2014-11-09,1
DVAX,90029,26815820,2014-11-20,2023-12-29,1
DVN,75390,25179910,1989-11-16,1999-08-17,1
DVN,87137,25179M10,1999-09-16,2023-12-29,1
DVR1,76708,25189310,1991-10-17,2017-05-23,1
