TICKER,PERMNO,NCUSIP,sdate,edate,SCORE
DVR1,76708,00737L10,2017-06-15,2023-12-29,1
DW,87426,26168L20,1997-01-16,2017-01-02,1
DW,87426,50189K10,2017-01-19,2023-12-29,1
DWCH,77630,23791710,1996-02-15,2001-07-23,1
DWCH,77630,23791720,2001-08-16,2018-12-12,1
DWD,78946,24240V10,1993-04-15,1997-05-30,1
DWD,69032,61744644,1997-06-19,2023-12-29,1
DWEI,90374,26153C10,2004-11-18,2016-08-22,1
DXCM,90664,25213110,2005-04-14,2023-12-29,1
DYAX,88516,26746E10,2000-09-14,2016-01-21,1
EA0V,,,2004-04-15,2005-08-17,6
EA0V,93368,26942G10,2010-04-05,2023-12-29,1
EB00,88518,26824R40,2004-04-15,2004-05-15,1
EBGN,87318,26894810,2002-01-17,2023-12-29,1
EBO,91571,29089Q10,2006-11-16,2023-12-29,1
EBSB,92523,58964Q10,2008-01-23,2014-07-28,1
EBSB,92523,58958U10,2014-08-14,2021-11-12,1
EBTC,90590,29366810,2005-12-15,2012-10-18,1
EBY1,86356,27864210,1998-10-15,2023-12-29,1
ECHO,93079,27875T10,2009-10-15,2021-11-22,1
ECON,70578,27902910,1976-01-15,1986-11-30,1
ECON,70578,27886510,1986-12-18,2023-12-29,1
EFII,77971,28608210,1992-12-17,2019-07-22,1
EFM,90249,29275Y10,2004-08-19,2023-12-29,1
EFSC,90591,29371210,2005-02-08,2023-12-29,1
EGAN,87227,28225C10,1999-11-18,2003-08-19,1
EGAN,87227,28225C80,2004-01-15,2023-12-29,1
EGBI,90724,Y2187A10,2005-07-14,2012-05-22,1
EGBI,90724,Y2187A11,2012-06-14,2014-10-15,1
EGBI,90724,Y2187A12,2014-10-16,2016-08-04,1
EGBI,90724,Y2187A14,2016-08-18,2020-09-14,1
EGBI,90724,Y2187A15,2020-09-17,2023-12-29,1
EGHT,85177,28291210,1997-09-18,2000-08-21,1
EGHT,85177,64111F10,2000-09-14,2001-07-18,1
EGHT,85177,28291410,2001-08-16,2023-12-29,1
EGOV,87066,63649110,1999-08-19,2002-06-02,1
EGOV,87066,62914B10,2002-06-20,2021-04-20,1
EGRP,83862,26924610,1996-09-19,2010-06-01,1
EGRP,83862,26924640,2010-06-17,2020-10-01,1
EGYW,92215,G1008210,2007-10-18,2010-01-28,1
EGYW,92215,G1008214,2010-02-18,2016-04-22,1
EHTH,91498,28238P10,2006-10-13,2023-12-29,1
EIC,75342,29091010,1989-01-19,1989-12-31,1
EIG,91688,29221810,2007-02-15,2023-12-29,1
EL,82642,51843910,1995-12-14,2023-12-29,1
ELD1,,,1995-05-18,2002-03-13,6
ELD1,89648,28490210,2003-01-23,2018-12-30,1
ELD1,89648,28490250,2018-12-31,2023-12-29,2
ELOS,90316,M8724510,2004-08-19,2017-07-14,1
ELOY,87602,29015110,2000-03-16,2001-12-18,1
ELOY,87602,29015130,2001-12-20,2011-05-31,1
ELOY,87602,57709710,2011-06-16,2018-08-17,1
ELPA,31764,28367710,1978-07-20,1995-06-21,1
ELPA,82855,28367785,1996-03-14,2020-07-29,1
ELY,77366,13119310,1992-08-20,2023-12-29,1
EMKR,84607,29084610,1997-04-17,2012-02-15,1
EMKR,84607,29084620,2012-02-16,2023-12-29,1
EMN,80080,27743210,1994-01-20,2023-12-29,1
ENDP,88436,29264F20,2000-08-17,2014-03-02,1
ENDP,88436,G3040110,2014-03-20,2022-08-25,1
ENDP,,,2022-09-15,,6
ENH,89694,G3039710,2003-03-20,2017-03-28,1
ENIG,92432,29358P10,2007-11-15,2023-12-29,1
ENOC,92038,29276410,2007-06-14,2017-08-07,1
ENR1,87659,29266R10,2000-04-20,2015-06-30,1
ENR1,87659,28035Q10,2015-07-16,2023-12-29,1
ENTG,88439,29362U10,2000-08-17,2023-12-29,1
EOG,75825,29356210,1989-11-16,1999-09-14,1
EOG,75825,26875P10,1999-09-16,2023-12-29,1
EPAY,86717,10138810,1999-03-18,2022-05-12,1
EPIQ,84531,28579810,1997-05-15,2000-06-11,1
EPIQ,84531,26882D10,2000-06-15,2016-09-30,1
EQIX,88519,29444U10,2000-09-14,2002-12-30,1
EQIX,89617,29444U50,2003-02-20,2015-01-25,1
EQIX,89617,29444U70,2015-02-19,2023-12-29,1
ERC1,77699,29271E10,1994-06-16,1999-09-20,1
ERC1,77699,35952H10,1999-10-14,2015-12-03,1
ERC1,77699,35952H50,2015-12-17,2019-05-08,1
ERC1,77699,35952H60,2019-05-16,2023-12-29,1
ERIE,82486,29530P10,1996-04-18,2023-12-29,1
ERII,92753,29270J10,2008-07-17,2023-12-29,1
ERTS,75828,28551210,1989-12-14,2023-12-29,1
ERV,91413,29977A10,2006-08-17,2023-12-29,1
ESBF,76202,26884F10,2003-05-15,2015-02-10,1
ESE,,,1990-12-20,1991-03-13,6
ESE,76478,26903020,1991-03-14,2000-01-17,1
ESE,76478,26903010,2000-01-20,2000-07-10,1
ESE,76478,29631510,2000-07-20,2023-12-29,1
ESGR,91818,G3075P10,2007-07-19,2023-12-29,1
ESI2,81128,45068B10,1995-03-16,2016-09-06,1
ESI2,,,2016-10-20,2020-12-31,6
ESLT,84207,M3760D10,1997-07-17,2023-12-29,1
ESPD,87487,29664310,2000-01-20,2008-04-01,1
ESPD,87487,05541T10,2008-04-17,2023-07-02,1
ESPD,87487,08892910,2023-07-20,2023-12-29,1
ESRX,77668,30218210,1992-08-20,2012-04-02,1
ESRX,77668,30219G10,2012-04-19,2018-12-20,1
ESSA,91959,29667D10,2007-04-19,2023-12-29,1
ESYW,,,2005-08-18,2006-07-19,6
ESYW,91488,98973P10,2006-09-22,2023-12-29,1
ETH,79037,29760210,1993-05-20,2023-12-29,1
ETM,86560,29363910,1999-03-18,2021-04-08,1
ETM,86560,05070N10,2021-04-15,2023-05-16,1
ETM,,,2023-05-18,,6
EVBS,85728,27719610,2000-03-16,2017-06-23,1
EVC,88485,29382R10,2000-09-14,2023-12-29,1
EVOL,86062,30049R10,1998-06-18,2009-07-20,1
EVOL,86062,30049R20,2009-08-20,2018-12-31,1
EW,87657,28176E10,2000-05-18,2023-12-29,1
EWBC,86719,27579R10,1999-02-18,2023-12-29,1
EWSC,11936,81103910,1988-10-20,1996-11-13,1
EWSC,84176,81105420,1996-12-19,2008-07-15,1
EWSC,84176,81105440,2008-07-17,2023-12-29,1
EXAC,83503,30064E10,1996-08-15,2018-02-14,1
EXAR,87696,30064510,1986-02-20,2017-05-11,1
EXAS,88863,30063P10,2001-03-15,2023-12-29,1
EXBD,86720,21988R10,1999-04-15,2015-05-13,1
EXBD,86720,12513410,2015-05-15,2017-04-04,1
EXEL,88159,30161Q10,2000-05-18,2023-12-29,1
EXFO,88340,30204310,2000-08-17,2010-03-07,1
EXFO,88340,30204610,2010-03-18,2021-08-27,1
EXJF,88341,30130910,2003-10-16,2007-06-17,1
EXJF,88341,42047610,2007-07-19,2021-01-27,1
EXLS,91500,30208110,2006-11-16,2023-12-29,1
EXPD,87717,30213010,1985-02-14,2023-12-29,1
EXPE,87388,30212510,1999-12-16,2003-08-08,1
EXPE,90808,30212P10,2005-08-18,2011-12-20,1
EXPE,90808,30212P30,2012-01-19,2023-12-29,1
EXPO,87725,30216310,1985-08-15,1988-05-02,1
EXPO,87725,45774W10,1988-05-19,2023-12-29,1
EXPR,93373,30219E10,2010-05-20,2023-08-30,1
EXPR,93373,30219E20,2023-09-14,2023-12-29,1
EXTM,86822,30226D10,1999-05-20,2023-12-29,1
EYE,65541,21689510,1983-08-18,1987-06-21,1
EYE,65541,21664810,1987-07-16,1995-09-21,1
EYE,65541,21664840,1995-10-19,2023-12-29,1
EZPW,76798,30230110,1991-11-14,2023-12-29,1
FA1A,80625,30251910,2004-04-15,2011-10-31,1
FA1A,80625,30251920,2011-11-17,2013-06-30,1
FA1A,80625,20416Q10,2013-07-18,2016-10-25,1
FAF,93374,31847R10,2010-06-17,2023-12-29,1
FAHN,78451,30292110,1989-11-16,2003-09-01,1
FAHN,78451,68379710,2003-09-18,2021-01-29,1
FAIL,76261,30313210,1990-10-18,1998-03-08,1
FAIL,76261,30214U10,1998-03-19,2023-12-29,1
FAMC,80169,31314830,1997-02-20,2023-12-29,1
FARO,85372,31164210,1997-11-20,2023-12-29,1
FBCM,92093,30247C30,2007-06-14,2013-02-27,1
FBCM,92093,30247C40,2013-03-14,2017-06-01,1
FBG1,85653,35843310,1998-02-19,2003-03-30,1
FBG1,85653,35843410,2003-04-17,2009-06-09,1
FBG1,85653,04135610,2009-06-18,2009-10-06,1
FBG1,85653,04135620,2009-10-15,2023-12-13,1
FBIZ,90949,31939010,2006-06-15,2023-12-29,1
FBMS,91274,31891610,2006-05-26,2023-12-29,1
FBS,66157,31927910,1976-01-15,1997-08-03,1
FBS,66157,90297310,1997-08-14,2001-02-26,1
FBST,80812,31566210,1994-12-15,2007-05-08,1
FBST,80812,29268T10,2007-05-17,2014-07-17,1
FBST,80812,29268T30,2014-08-14,2020-05-13,1
FBST,80812,29268T40,2020-06-12,2023-06-19,1
FBST,80812,29268T50,2023-07-20,2023-12-29,1
FBSY,,,1996-03-14,1998-05-13,6
FBSY,86382,31938310,1998-10-01,2015-09-07,1
FBSY,86382,31938320,2015-09-17,2023-12-29,1
FCB2,88944,31983A10,2001-08-30,2023-12-29,1
FCBP,88343,31983B10,2003-02-20,2008-05-13,1
FCBP,88343,69526310,2008-05-15,2023-11-30,1
FCCO,89643,31983510,2003-10-16,2023-12-29,1
FCCY,89270,31986N10,2002-02-14,2022-01-06,1
FCX,75294,35671D10,1988-08-18,1995-10-18,1
FCX,81774,35671D85,1995-10-19,2023-12-29,1
FD,77462,31410J10,1992-03-19,1994-12-19,1
FD,77462,31410H10,1995-01-19,2007-05-31,1
FD,77462,55616P10,2007-06-14,2023-12-29,1
FD1,83597,30307510,1996-08-15,2023-12-29,1
FDEF,79382,32018S10,1995-03-16,1995-10-01,1
FDEF,79382,32006W10,1995-10-19,2020-06-21,1
FDEF,79382,74052F10,2020-07-16,2023-12-29,1
FDP,85449,G3673810,1997-10-24,2023-12-29,1
FEIC,81705,30241L10,1996-02-15,2016-09-19,1
FEMK,92640,31354940,2008-04-23,2017-01-23,1
FFBH,83504,32020F10,1996-06-20,2011-05-03,1
FFBH,83504,32020F30,2011-05-19,2012-08-04,1
FFC,68419,31818110,1985-11-14,1989-12-13,1
FFC,68419,36076810,1989-12-21,1999-05-31,1
FFC,68419,96412610,1999-06-17,1999-10-25,1
FFC,68419,G9618E10,2000-05-18,2023-12-29,1
FFG,83720,30239F10,1996-09-19,2021-05-25,1
FFIC,82573,34387310,1995-11-21,2023-12-29,1
FFIV,86964,31561610,1999-07-15,2023-12-29,1
FFNW,92303,32022K10,2007-10-18,2023-12-29,1
FFSM,87952,32019F10,1987-03-19,1991-01-01,1
FFSM,87952,37637610,1991-01-17,1998-08-06,1
FFSM,87952,37637Q10,1998-08-20,2023-12-29,1
FI2L,88965,31945920,2004-04-15,2015-05-03,1
FI2L,88965,17886710,2015-05-14,2023-12-29,1
FIBK,93304,32055Y20,2010-05-20,2023-12-29,1
FIFB,79824,32020R10,1998-01-15,2023-12-29,1
FIG,91750,34958B10,2007-02-15,2017-12-26,1
FII,86102,31421110,1998-07-16,2023-12-29,1
FIIS,86965,31758540,1999-08-19,2023-12-29,1
FINL,77669,31792310,1992-07-16,2018-06-15,1
FIX,85059,19990810,1997-08-14,2023-12-29,1
FIZ,76839,63501710,2001-06-14,2023-12-29,1
FLEX,11724,33938310,1987-09-29,1991-03-13,1
FLEX,,,1993-02-18,1994-07-13,6
FLEX,80329,Y2573F10,1994-07-14,2023-12-29,1
FLGS,84734,33793010,1997-06-19,2010-05-27,1
FLGS,84734,33793050,2010-06-17,2012-10-10,1
FLGS,84734,33793070,2012-10-18,2022-11-30,1
FLIR,79265,30244510,1993-07-15,2021-05-13,1
FLO,49031,34349610,1977-05-19,2001-03-26,1
FLO,88924,34349810,2001-04-19,2023-12-29,1
FLR1,88853,34341210,2001-01-18,2023-12-29,1
FLWS,87162,68243Q10,1999-09-16,2023-12-29,1
FMK1,77453,34483920,1992-05-14,1999-10-03,1
FMK1,77453,46636710,1999-10-14,2023-12-29,1
FMWF,79571,32087810,1996-03-14,2005-01-30,1
FMWF,79571,59100U10,2005-02-17,2023-12-29,1
FNAC,36127,33556210,1983-08-18,1989-04-11,1
FNAC,36127,85508310,1989-04-20,1998-11-19,1
FNAC,36127,33763V10,1998-12-17,2001-02-26,1
FNAC,66157,90297330,2001-03-15,2023-12-29,1
FNC,84389,32094210,2000-02-17,2004-02-22,1
FNC,84389,78401V10,2004-03-18,2013-07-29,1
FNC,84389,32023E10,2013-08-15,2014-06-29,1
FNC,84389,84044110,2014-07-17,2023-12-29,1
FNGN,93305,31748510,2010-05-20,2018-07-18,1
FNLC,87067,33571610,2003-11-20,2008-05-01,1
FNLC,87067,31866P10,2008-05-15,2019-12-31,1
FNN,93427,G3323L10,2010-07-15,2023-12-29,1
FNQ,77637,35459610,1992-07-16,1997-06-01,1
FNQ,77637,35346910,1997-06-19,2023-12-29,1
FNSR,87390,31787A10,1999-12-16,2009-09-27,1
FNSR,87390,31787A50,2009-10-15,2019-09-23,1
FNTN,90925,31620R10,2005-11-17,2014-06-30,1
FNTN,90925,31620R30,2014-07-17,2023-12-29,1
FOLD,92040,03152W10,2007-06-14,2023-12-29,1
FORK,92478,34623310,2008-01-17,2017-10-05,1
FORK,16965,34623210,2017-10-19,2023-12-29,1
FORR,84210,34656310,1997-01-16,2023-12-29,1
FORT,76721,34956C10,1991-08-15,1992-07-26,1
FORT,76721,22100610,1992-08-20,2023-08-01,1
FORX,89753,34637510,2003-08-14,2023-12-29,1
FOSL,79089,34988210,1993-05-20,2013-06-05,1
FOSL,79089,34988V10,2013-06-20,2022-12-31,1
FPTB,89482,33589V10,2003-10-16,2013-07-15,1
FPTB,89482,05990K10,2013-07-18,2023-12-29,1
FRAG,82699,35765810,1996-07-18,2001-01-24,1
FRAG,82699,28660G10,2001-02-15,2016-09-07,1
FRED,77420,35610810,1992-05-14,2019-09-17,1
FRED,,,2019-09-19,2020-01-31,6
FRME,75605,32081710,1993-05-20,2023-12-29,1
FSC,87139,30372610,1999-09-16,2016-09-16,1
FSDB,93040,33740N10,2009-09-18,2014-10-31,1
FSFG,92809,33621E10,2008-10-16,2023-12-29,1
FSLR,91611,33643310,2006-12-14,2023-12-29,1
FSV1,81208,33761N10,1996-09-19,2015-06-01,1
FSV1,81208,19469310,2015-06-18,2023-12-29,1
FTEK,79586,35952310,1994-05-19,2023-12-29,1
FTI1,89004,30249U10,2001-07-19,2017-01-13,1
FTIC,83509,34551810,1996-06-20,1998-06-22,1
FTIC,83509,30294110,1998-07-16,2023-12-29,1
FTK,90783,34338910,2005-10-20,2023-09-25,1
FTNT,93132,34959E10,2009-12-17,2023-12-29,1
FULT,88197,36027110,1988-08-18,2023-12-29,1
FUTD,77889,33741H10,1998-06-18,2023-12-29,1
FWWB,82575,33620W10,1995-12-14,1998-07-27,1
FWWB,82575,33748T10,1998-08-20,2000-10-29,1
FWWB,82575,06652V10,2000-11-16,2011-05-31,1
FWWB,82575,06652V20,2011-06-16,2023-12-29,1
FWZL,77643,31982910,1992-06-10,2023-12-29,1
FXCB,91501,35137P10,2006-10-02,2010-06-28,1
FXCB,91501,35137T10,2010-07-15,2016-06-30,1
G1,69892,38095610,1994-06-16,2000-10-31,1
G1,69892,38095640,2000-11-16,2019-04-17,1
GA0E,84833,M5252310,2004-04-15,2017-12-27,1
GAIA,87321,36268Q10,1999-12-16,2016-07-14,1
GAIA,87321,36269P10,2016-08-18,2023-12-29,1
GART,10490,36664910,1986-11-20,1988-08-08,1
GART,79698,36665110,1993-11-18,2023-12-29,1
GBC,83233,39762410,1996-03-06,2023-12-29,1
GBIZ,79491,39981710,1994-01-20,2001-11-18,1
GBIZ,79491,97425010,2001-12-20,2018-12-31,1
GBL,86593,36239Y10,1999-03-18,2005-08-28,1
GBL,86593,36143810,2005-09-15,2021-02-02,1
GBX,80719,39365710,1994-09-15,2023-12-29,1
GCB,90885,37896710,2005-10-20,2015-08-23,1
GCB,90885,30034T10,2015-09-17,2023-12-29,1
GCBC,87069,39435710,1999-07-08,2023-07-24,1
GCCO,76135,38732810,1990-07-19,2023-12-29,1
GCNC,84776,36930010,1997-06-19,2018-06-05,1
GCOM,39731,38919010,1986-03-20,2002-08-29,1
GCOM,39731,38937520,2002-09-19,2006-10-18,1
GCOM,83989,38937510,2006-10-19,2023-12-29,1
GCOM/1,83989,38919020,1998-07-16,2002-08-29,1
GCOM/1,83989,38937510,2002-09-19,2006-10-18,1
GCOM/1,39731,38937520,2006-10-19,2023-12-29,1
GEB1,86444,37191610,1998-12-08,2004-09-12,1
GEB1,86444,37191630,2004-09-16,2005-04-03,1
GEB1,86444,45773H10,2005-04-14,2014-06-05,1
GEB1,86444,45773H20,2014-07-17,2023-12-29,1
GEGG,88987,37941P10,2001-07-19,2008-01-21,1
GEGG,88987,37941P20,2009-04-16,2010-06-30,1
GEGG,88987,37941P30,2010-07-15,2018-06-28,1
GEGG,88987,96951A10,2018-07-19,2023-07-21,1
GEGG,,,2023-08-17,,6
GES2,83822,40161710,1996-09-19,2023-12-29,1
GFE1,81560,40108110,1997-10-16,1997-12-30,1
GFE1,81560,40108P10,1998-01-15,2022-03-31,1
GFIG,90536,36165220,2005-02-17,2015-04-09,1
GFNF,91299,36982210,2012-10-18,2021-05-25,1
GGLF,75222,37320010,1986-12-17,1990-04-26,1
GGLF,75222,37320020,1993-01-14,2009-07-28,1
GGLF,75222,37320030,2009-08-20,2013-01-28,1
GGLF,75222,05463D10,2013-02-14,2016-08-30,1
GHDX,90900,37244C10,2005-10-20,2019-11-07,1
GHQ,92596,36172H10,2008-03-20,2009-09-29,1
GHQ,92596,46269C10,2009-10-15,2023-12-29,1
GIFI,84737,40230710,1997-05-15,2023-12-29,1
GIII,75905,36237H10,1990-06-14,2023-12-29,1
GIL,86121,37591610,1998-07-16,2023-12-29,1
GIL1,77274,37555810,1992-03-19,2023-12-29,1
GILT,78971,M5147410,1993-05-20,2003-04-15,1
GILT,,,2003-04-17,2003-05-14,6
GILT,78971,M5147411,2003-05-15,2023-12-29,1
GLNG,89618,G9456A10,2003-10-16,2023-12-29,1
GLPC,82702,37892210,1999-08-19,1999-12-15,1
GLPC,82702,45256B10,1999-12-16,2018-05-06,1
GLPC,82702,03168L10,2018-05-17,2023-12-29,1
GLRE,92041,G4095J10,2007-06-14,2023-12-29,1
GLUU,91900,37989010,2007-03-22,2021-04-28,1
GM12,68451,37044250,1985-12-31,1997-12-17,1
GM12,68451,37044283,1998-01-15,2003-12-22,1
GM12,89954,44441810,2004-01-15,2004-03-16,1
GM12,89954,25459L10,2004-03-18,2009-11-19,1
GM12,89954,25490A10,2009-12-17,2012-08-27,1
GM12,89954,25490A30,2012-09-20,2015-07-24,1
GMCR,79588,39312210,1997-08-14,2014-03-10,1
GMCR,79588,49271M10,2014-03-20,2016-03-02,1
GME,89301,36466R10,2002-03-14,2005-10-09,1
GME,89301,36467W10,2005-10-20,2023-12-29,1
GML,81665,37932110,1995-08-17,1999-05-18,1
GML,81665,87185110,1999-05-20,2021-06-20,1
GML,81665,37892E10,2021-07-15,2023-12-29,1
GMRK,84808,40262910,1997-05-21,2010-02-23,1
GMRK,84808,40262920,2010-03-18,2017-04-10,1
GMRK,,,2017-04-20,2020-12-31,6
GNLC,90164,39525910,2004-05-20,2023-11-30,1
GNMK,93393,37230910,2010-06-17,2021-04-21,1
GNRC,93246,36873610,2010-02-18,2023-12-29,1
GNTY,86067,40076410,1998-07-16,2023-12-29,1
GNWD,90162,37247D10,2004-06-17,2023-12-29,1
GNWR,83661,37155910,1996-08-15,2019-12-27,1
GOOG,90319,38259P50,2004-08-19,2015-10-04,1
GOOG,90319,02079K30,2015-10-15,2023-12-29,1
GPI,85427,39890510,1997-12-18,2023-12-29,1
GPN,88873,37940X10,2001-08-16,2023-12-29,1
GPOR,91128,40263530,2006-02-28,2020-11-25,1
GPRE,91161,39322210,2006-04-20,2023-12-29,1
GRA,25005,38388310,1976-01-15,1996-09-27,1
GRA,83988,38391110,1996-10-17,1998-03-31,1
GRA,85908,38388F10,1998-04-16,2021-09-21,1
GRMN,88837,G3726010,2001-01-18,2010-06-27,1
GRMN,88837,H2906T10,2010-07-15,2023-12-29,1
GSAS,90950,Y8166910,2005-10-20,2023-12-29,1
GSBC,75906,39090510,1991-03-14,2023-12-29,1
GSCN,82261,37073710,1995-11-16,1999-03-23,1
GSG,86868,38141G10,1999-05-20,2023-12-29,1
GSIT,91901,36241U10,2007-04-19,2023-07-27,1
GSL,91453,Y2718310,2008-09-18,2019-03-24,1
GSL,91453,Y2718360,2019-04-18,2023-12-29,1
GSM,92983,37954N20,2009-09-17,2015-12-23,1
GSM,15862,G3385610,2016-01-14,2023-12-29,1
GSOL,88166,G3930010,2001-03-15,2017-03-16,1
GTA1,84581,38168B10,1997-03-20,2010-03-09,1
GTA1,84581,71426V10,2010-03-18,2016-10-13,1
GTA1,84581,71426V30,2016-10-20,2019-03-04,1
GTA1,,,2019-03-14,2019-12-31,6
GTLS,91402,16115Q30,2006-08-17,2023-12-29,1
GTNR,75714,37245J10,1999-03-18,2002-01-01,1
GTNR,75714,18506010,2002-01-17,2012-12-12,1
GTNR,75714,18506U10,2012-12-20,2019-12-31,1
GTXI,90031,40052B10,2004-03-18,2016-12-05,1
GTXI,90031,40052B20,2016-12-15,2019-06-09,1
GTXI,90031,68236P10,2019-06-20,2023-12-29,1
GUID,91666,40169210,2006-12-14,2017-09-13,1
GVBK,,,2003-10-16,2004-07-14,6
GVBK,90358,39607Y10,2004-09-22,2007-07-01,1
GVBK,90358,84287310,2007-07-19,2023-12-29,1
HAE,76837,40502410,1991-06-20,2023-12-29,1
HAFC,88865,41049510,2002-03-14,2011-12-18,1
HAFC,88865,41049520,2012-01-19,2023-12-29,1
HAI,81666,41984910,1997-04-17,2002-09-02,1
HAI,81666,41987910,2002-09-19,2023-12-29,1
HANO,85240,41076810,1997-08-14,2007-08-20,1
HANO,92245,30225X10,2007-09-20,2015-11-03,1
HANO,92245,03957W10,2015-11-19,2023-12-29,1
HANS,88031,41131010,1998-03-19,2012-01-08,1
HANS,88031,61174010,2012-01-19,2015-06-14,1
HANS,88031,61174X10,2015-06-18,2023-12-29,1
HBCP,92810,43689E10,2008-10-03,2023-12-29,1
HBHC,76684,41012010,1991-08-15,2023-12-29,1
HBI,91416,41034510,2006-09-14,2023-12-29,1
HBIO,88839,41690610,2001-03-15,2023-12-29,1
HBOS,90730,42725U10,2006-05-18,2010-11-29,1
HBOS,90730,42726X10,2010-12-16,2015-06-30,1
HBP,87464,44845110,2000-01-20,2020-12-31,1
HCBC,87070,44368310,1999-08-19,2015-10-30,1
HCCH,78033,40413210,1993-01-14,2015-10-27,1
HCII,92780,43741E10,2008-09-15,2013-06-18,1
HCII,92780,40416E10,2013-06-20,2023-12-29,1
HCMU,85909,41076110,1998-04-16,2009-04-19,1
HCMU,85909,93317W10,2009-05-14,2018-01-17,1
HCMU,85909,25501G10,2018-02-12,2018-11-06,1
HD,66181,43707610,1982-05-20,2023-12-29,1
HDI,70033,41282210,1987-02-19,2023-12-29,1
HDNG,81620,41232430,1995-06-15,2018-05-25,1
HDWR,86042,42210P10,2001-07-19,2017-05-05,1
HECC,92588,42726M10,2008-03-20,2023-10-16,1
HEES,91080,40403010,2006-02-16,2023-12-29,1
HEI/1,85945,42280620,1998-07-16,2023-12-29,1
HEK,92395,42268010,2007-12-20,2013-05-19,1
HEK,92395,67091K10,2013-06-20,2013-12-02,1
HEK,92395,67091K20,2013-12-19,2016-01-19,1
HEK,,,2016-02-18,2018-09-19,6
HEK,17017,67091K30,2018-09-20,2020-12-31,1
HEOP,90359,42724R10,2005-04-14,2017-03-31,1
HFBC,85829,43973410,1998-11-19,2019-07-26,1
HFF,91692,40418F10,2007-02-15,2019-07-01,1
HFFC,77507,40417210,1993-01-14,2016-05-13,1
HFLC,90516,G4412G10,2005-01-20,2023-12-29,1
HFWA,85731,42722X10,1998-02-19,2023-12-29,1
HGG,92177,42833L10,2007-08-16,2017-02-27,1
HGG,,,2017-03-16,2019-03-31,6
HHS2,79903,41619610,1993-12-16,2018-01-17,1
HHS2,79903,41619620,2018-02-01,2023-12-29,1
HIBB,84084,42856510,1996-11-14,2007-02-11,1
HIBB,84084,42856710,2007-02-15,2023-12-29,1
HIGW,82775,45068H10,1996-01-18,1997-05-04,1
HIGW,82775,41651510,1997-05-15,2023-12-29,1
HIII,75224,41308610,1987-03-19,2017-03-10,1
HIK,92597,43157110,2008-04-17,2023-12-29,1
HITN,91355,43146610,2006-07-20,2019-12-31,1
HLFS,75985,40624Q10,2004-05-20,2006-07-30,1
HLFS,75985,40624Q20,2006-08-17,2023-01-02,1
HLFS,75985,40624Q30,2023-01-19,2023-12-29,1
HLIT,81621,41316010,1995-07-20,2023-12-29,1
HLSY,,,2008-03-20,2008-07-16,6
HLSY,92769,G4604M10,2008-08-01,2009-07-19,1
HLSY,92769,G4566710,2009-08-20,2023-12-29,1
HMN,77120,44032710,1992-04-16,2023-12-29,1
HMNF,80633,40424G10,1995-04-20,2018-01-30,1
HMPR,,,2003-05-15,2006-02-15,6
HMPR,91431,40932110,2006-08-03,2011-04-27,1
HMPR,91431,40932150,2011-05-19,2016-07-31,1
HMPR,91431,98410210,2016-08-18,2016-12-12,1
HMPR,91431,98410220,2016-12-15,2017-12-29,1
HMSY,78156,42219M10,1993-02-18,2003-03-02,1
HMSY,78156,40425J10,2003-03-20,2021-03-31,1
HNBK,91736,40867E10,2007-01-18,2015-02-03,1
HNM,43238,41052210,1976-01-15,2000-08-31,1
HNM,88597,73179P10,2000-09-14,2020-07-12,1
HNM,88597,05368V10,2020-07-16,2023-12-29,1
HOBM,91356,43689320,2006-06-23,2023-12-29,1
HOFT,89416,43903810,2003-01-16,2023-12-29,1
HOLX,76095,43644010,1990-04-19,2023-12-29,1
HOME,87165,43785210,1999-09-16,2006-06-22,1
HOME,87165,62458M10,2006-07-20,2011-11-20,1
HOME,87165,62458M20,2011-12-15,2014-11-13,1
HOSS,42578,44054210,1983-10-20,1996-03-13,1
HOSS,90067,44054310,2004-05-20,2019-12-20,1
HOSS,,,2020-01-16,2021-12-31,6
HOT,54690,44143820,1980-06-26,1995-02-01,1
HOT,54690,85590510,1995-02-16,1995-06-19,1
HOT,54690,85590520,1997-05-15,1999-01-06,1
HOT,54690,85590A20,1999-01-14,2006-04-07,1
HOT,91207,85590A40,2006-04-20,2016-09-22,1
HOWT,88779,44320910,1988-04-14,2002-06-30,1
HOWT,88779,44934S10,2002-07-18,2012-08-15,1
HOWT,88779,44934S20,2012-08-16,2023-12-29,1
HPY,90833,42235N10,2005-08-18,2016-04-22,1
HSIC,82581,80640710,1995-12-14,2023-12-29,1
HSII,86827,42281910,1999-06-17,2023-12-29,1
HSKA,85187,42805E10,1997-12-18,2010-05-06,1
HSKA,85187,42805E20,2010-05-20,2010-12-29,1
HSKA,85187,42805E30,2011-01-20,2023-06-12,1
HSNI,92771,40430310,2008-09-18,2017-12-29,1
HSPI,90110,44106010,2004-05-20,2015-09-02,1
HSTM,88167,42222N10,2000-06-15,2023-12-29,1
HSWI,89756,40431N10,2007-10-18,2010-02-16,1
HSWI,89756,40431N20,2010-02-18,2012-01-02,1
HSWI,89756,75954W10,2012-01-19,2017-04-12,1
HSWI,89756,75955K10,2017-04-20,2022-12-21,1
HSWI,89756,75955K30,2023-01-19,2023-08-15,1
HTBK,86302,42692710,2002-05-16,2023-12-29,1
HTCO,81311,42906010,1998-12-17,2014-05-07,1
HTCO,81311,29402J10,2014-05-15,2014-10-16,1
